bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Indore,850,3251,4500000
2,Flat,Indore,1100,5455,3600000
2,House,Indore,680,6500,3329999
2,Flat,Indore,1175,3500,3600000
2,Flat,Indore,570,6400,3100000
3,House,Indore,956,3464,5400000
3,Flat,Indore,745,4118,4200000
2,House,Indore,845,4318,3350000
2,Flat,Indore,1193,4364,3600000
2,Flat,Indore,920,10129,4000000
2,Flat,Indore,1172,2930,2300000
2,Villa,Indore,1172,17143,9000000
2,House,Indore,1172,3333,15000000
3,Flat,Jaipur,1688,5055,8530000
3,Flat,Jaipur,1854,6759,12500000
3,Flat,Jaipur,1895,4500,8530000
3,Flat,Jaipur,4120,14000,57600000
3,Flat,Jaipur,2771,8640,23900000
3,Flat,Jaipur,1580,5200,8220000
3,Flat,Jaipur,1814,6000,10800000
3,Flat,Jaipur,1329,4900,6509999
3,Flat,Jaipur,1805,6371,11500000
3,Flat,Jaipur,1652,5200,8590000
3,Flat,Jaipur,1375,6800,9350000
3,Flat,Jaipur,1669,5500,9180000
3,Flat,Jaipur,1870,7000,13000000
3,Flat,Jaipur,1977,8000,15800000
3,Flat,Jaipur,1697,5000,8490000
3,Flat,Jaipur,1669,5500,9180000
3,Flat,Jaipur,1975,6000,11800000
3,Flat,Jaipur,2665,12000,31900000
3,Flat,Jaipur,1977,8000,15800000
3,Flat,Jaipur,2194,6800,14900000
3,Flat,Jaipur,1742,6000,10400000
3,Flat,Jaipur,1743,6800,11800000
3,Flat,Jaipur,1399,5218,7300000
3,Flat,Jaipur,1379,5294,7300000
2,Flat,Jaipur,1127,4145,4670000
3,Flat,Jaipur,1894,6800,12800000
3,Flat,Jaipur,2426,18000,43600000
2,Flat,Jaipur,1236,4559,5640000
3,Flat,Jaipur,1253,4200,5260000
3,Flat,Jaipur,1755,7000,12200000
3,Flat,Jaipur,2241,6292,14100000
3,Villa,Jaipur,1287,7770,10000000
2,Flat,Jaipur,849,5150,4370000
3,Flat,Jaipur,1653,5500,9090000
3,Villa,Jaipur,495,10101,5000000
3,Flat,Jaipur,926,3996,3700000
3,Flat,Jaipur,3141,6601,20700000
3,Flat,Jaipur,1445,5052,7300000
3,Flat,Jaipur,1622,5500,8920000
3,Flat,Jaipur,1872,7000,13100000
3,Flat,Jaipur,2475,9500,23500000
3,Flat,Jaipur,1945,4300,8359999
3,Flat,Jaipur,1365,4092,5590000
2,Flat,Jaipur,1343,5477,7359999
3,Flat,Jaipur,1475,5966,8800000
2,Flat,Jaipur,800,5000,4000000
3,Flat,Jaipur,1865,5500,10200000
3,Flat,Jaipur,1785,4650,8300000
3,Flat,Jaipur,2043,4895,10000000
3,Villa,Jaipur,2000,5250,10500000
3,Flat,Jaipur,2015,10000,20099999
3,Flat,Jaipur,1110,7692,13500000
3,Villa,Jaipur,972,9259,9000000
3,Flat,Jaipur,1692,5150,8710000
3,Flat,Jaipur,1870,6500,12100000
3,Flat,Jaipur,1734,6000,10400000
2,Flat,Jaipur,599,5032,4700000
2,Flat,Jaipur,1980,8232,16299999
3,Villa,Jaipur,2200,6486,12000000
3,Flat,Jaipur,1660,6500,10700000
3,Villa,Jaipur,3000,5033,15100000
3,Flat,Jaipur,2877,18001,51700000
3,Villa,Jaipur,4860,3968,9500000
3,Villa,Jaipur,1600,4062,6500000
3,Villa,Jaipur,1800,2154,4200000
3,Flat,Jaipur,1948,11000,21400000
2,Flat,Jaipur,696,3960,4000000
3,House,Jaipur,2000,7083,17000000
3,Villa,Jaipur,2500,4844,15500000
3,Flat,Jaipur,1530,5100,7800000
3,Flat,Jaipur,1666,5150,8580000
3,Flat,Jaipur,1338,4800,6420000
3,Flat,Jaipur,1677,8000,15800000
2,Flat,Jaipur,1080,3417,3690000
3,Flat,Jaipur,1175,8000,14000000
2,Flat,Jaipur,1008,4162,4200000
3,Flat,Jaipur,1800,3046,5790000
2,Flat,Jaipur,919,4897,4500000
3,Flat,Jaipur,1382,5789,8000000
3,Flat,Jaipur,1417,4500,6380000
2,Flat,Jaipur,730,3721,4000000
3,Villa,Jaipur,1650,6591,14500000
3,Villa,Jaipur,1197,13367,16000000
2,Flat,Jaipur,700,4500,3600000
3,Flat,Jaipur,2065,8959,18500000
2,Villa,Jaipur,850,2667,2400000
3,Flat,Jaipur,1350,3111,4200000
3,Flat,Jaipur,1742,6600,20900000
3,Flat,Jaipur,2119,5100,10800000
3,Flat,Jaipur,1882,12800,24000000
2,Flat,Jaipur,1100,7224,9500000
3,House,Jaipur,1686,3559,6000000
2,Flat,Jaipur,1250,4160,5200000
3,Flat,Jaipur,1200,8000,14700000
3,Flat,Jaipur,1850,8108,15000000
3,Flat,Jaipur,1675,5910,9900000
3,Flat,Jaipur,1454,8000,14000000
3,Flat,Jaipur,1533,8000,14600000
3,Flat,Jaipur,4120,14000,57600000
3,Flat,Jaipur,1900,7000,13300000
3,Flat,Jaipur,850,4573,4600000
3,Flat,Jaipur,1463,5055,7400000
3,Flat,Jaipur,1849,5192,9600000
3,Flat,Jaipur,1510,4967,7500000
2,Flat,Jaipur,863,5656,7500000
3,Flat,Jaipur,1340,4300,5760000
3,Flat,Jaipur,1100,5071,7100000
3,Flat,Jaipur,1624,18000,43400000
2,Flat,Jaipur,650,4000,3900000
3,Villa,Jaipur,1700,3111,5600000
3,Flat,Jaipur,1400,6757,12500000
3,Flat,Jaipur,1430,4500,6440000
3,Villa,Jaipur,1850,3579,6800000
3,Flat,Jaipur,1985,5793,11500000
3,House,Jaipur,2100,4857,10200000
3,Flat,Jaipur,1685,4545,11000000
3,Flat,Jaipur,100,3229,5000000
3,Flat,Jaipur,1765,6111,5700000
2,Flat,Jaipur,1170,2909,5500000
2,Flat,Jaipur,1100,12500,3200000
3,Villa,Jaipur,2000,5682,22500000
3,Flat,Jaipur,1760,5063,10000000
3,Flat,Jaipur,1580,6729,8000000
3,Flat,Jaipur,1932,4073,13000000
2,Flat,Jaipur,1063,3604,4260000
3,Flat,Jaipur,982,5600,4000000
2,Flat,Jaipur,1110,6012,4000000
3,Flat,Jaipur,1900,7000,14000000
3,Flat,Jaipur,1900,8427,15000000
3,Flat,Jaipur,1500,3944,10500000
3,Flat,Jaipur,1530,3500,15000000
3,Flat,Jaipur,1136,12112,5600000
3,Flat,Jaipur,1300,3182,4200000
3,Villa,Jaipur,999,3932,12100000
3,Flat,Jaipur,1100,5500,3500000
2,Flat,Jaipur,1170,3889,4600000
3,House,Jaipur,1800,3765,9900000
3,Villa,Jaipur,2000,4336,9500000
3,Flat,Jaipur,1500,5667,7000000
2,Flat,Jaipur,900,3167,3200000
3,Flat,Jaipur,1499,4087,6500000
3,Villa,Jaipur,1500,4148,8500000
3,Flat,Jaipur,980,3050,3800000
3,Flat,Jaipur,1050,9333,4700000
3,Flat,Jaipur,1220,3527,5600000
3,Flat,Jaipur,1000,1946,3050000
2,Flat,Jaipur,1400,3929,14000000
2,Flat,Jaipur,879,4444,3100000
3,Flat,Jaipur,900,4730,1800000
2,Flat,Jaipur,1100,6000,5500000
3,Villa,Jaipur,2700,3596,12000000
3,Flat,Jaipur,1480,5079,7000000
2,Flat,Jaipur,1000,2895,6000000
3,Villa,Jaipur,2225,7222,8000000
3,Villa,Jaipur,630,3083,3200000
2,Flat,Jaipur,950,4715,2750000
2,House,Jaipur,900,4500,6500000
3,Flat,Jaipur,1200,5294,3700000
2,Flat,Jaipur,815,6764,4800000
2,Flat,Jaipur,800,5545,4500000
3,Villa,Jaipur,1700,12000,9000000
3,Flat,Jaipur,1656,3695,11200000
3,Flat,Jaipur,1623,6520,9000000
3,Flat,Jaipur,2521,6943,30200000
3,Flat,Jaipur,1050,3478,5000000
3,Flat,Jaipur,1549,2647,10100000
2,Flat,Jaipur,1078,4306,7490000
2,Flat,Jaipur,860,7800,2650000
3,Flat,Jaipur,1150,3889,4800000
2,Flat,Jaipur,800,4545,2700000
2,Flat,Jaipur,569,4516,2450000
3,House,Jaipur,1000,3282,7800000
2,Flat,Jaipur,900,5774,3500000
3,Flat,Jaipur,1300,4889,5000000
3,Flat,Jaipur,1550,4310,7000000
2,Flat,Jaipur,800,3448,3200000
3,House,Jaipur,2165,5250,12500000
3,Villa,Jaipur,1125,3333,5500000
3,Flat,Jaipur,1021,3692,4400000
2,Flat,Jaipur,1450,3487,5000000
3,Flat,Jaipur,1668,3333,8760000
3,Villa,Jaipur,1950,5060,6500000
3,Flat,Jaipur,1150,5000,4800000
3,Flat,Jaipur,1650,4000,6800000
3,Flat,Jaipur,1350,4243,4500000
3,Flat,Jaipur,1680,5772,8500000
2,Flat,Jaipur,650,3130,4200000
2,Flat,Jaipur,678,13448,4040000
3,Flat,Jaipur,1065,5337,6000000
3,Flat,Jaipur,1000,15605,9000000
2,Flat,Jaipur,1022,7275,3200000
3,Flat,Jaipur,2900,6529,39000000
3,Villa,Jaipur,1630,6226,8700000
3,Villa,Jaipur,715,5434,12500000
2,Flat,Jaipur,1500,2500,4900000
3,Villa,Jaipur,756,4375,5500000
3,Flat,Jaipur,1200,2960,11100000
3,Villa,Jaipur,1700,3648,6500000
3,Villa,Jaipur,828,3900,4500000
3,Flat,Jaipur,1500,4768,3750000
2,House,Jaipur,800,4375,3500000
2,Flat,Jaipur,1098,3714,3250000
3,Flat,Jaipur,1261,5500,4600000
3,Flat,Jaipur,1350,5533,5270000
2,Flat,Jaipur,600,4224,4000000
3,Flat,Jaipur,1200,6000,7000000
2,Flat,Jaipur,1050,4727,3900000
3,Flat,Jaipur,1111,8696,7759999
3,Villa,Jaipur,1500,3825,8300000
2,Flat,Jaipur,800,4497,4600000
3,Villa,Jaipur,1800,3556,12000000
3,Flat,Jaipur,1300,3125,7800000
3,Flat,Jaipur,1582,3000,9000000
2,Flat,Jaipur,1072,3333,4100000
3,Flat,Jaipur,1779,5625,8000000
2,Flat,Jaipur,900,13491,3200000
2,Flat,Jaipur,800,4500,2500000
2,Flat,Jaipur,800,5024,3000000
2,Flat,Jaipur,750,3333,2500000
3,Flat,Jaipur,1600,5100,9000000
3,Flat,Jaipur,2059,6251,33000000
3,Flat,Jaipur,1200,3699,7200000
2,Flat,Jaipur,1035,6397,5200000
2,Flat,Jaipur,1100,8039,4000000
3,Flat,Jaipur,1034,4417,8130000
3,Flat,Jaipur,1400,4005,9730000
2,Flat,Jaipur,1095,4295,4050000
3,Flat,Jaipur,2423,4790,15500000
3,Flat,Jaipur,1000,3340,11500000
3,Flat,Jaipur,1200,3837,5300000
2,Flat,Jaipur,690,2083,3729999
2,Flat,Jaipur,1490,6136,6400000
2,Flat,Jaipur,1190,5000,5700000
2,Flat,Jaipur,450,3667,2170000
3,Flat,Jaipur,834,3811,3200000
2,Flat,Jaipur,980,5349,7000000
2,Flat,Jaipur,1200,3467,2500000
3,Villa,Jaipur,2000,4137,13500000
3,Flat,Jaipur,1800,4462,8000000
2,Flat,Jaipur,720,3710,4500000
3,Flat,Jaipur,1350,4107,5500000
2,Flat,Jaipur,646,3500,3350000
3,Flat,Jaipur,2100,4928,11500000
3,House,Jaipur,1500,8125,5200000
2,Flat,Jaipur,1257,4412,5200000
3,Flat,Jaipur,1300,3147,5800000
3,Flat,Jaipur,1254,3571,5900000
3,Flat,Jaipur,1047,3444,4300000
3,Flat,Jaipur,900,5025,3500000
3,Flat,Jaipur,1150,18849,6800000
3,Flat,Jaipur,1200,5111,13000000
3,Flat,Jaipur,1200,7636,7500000
3,Flat,Jaipur,1430,3807,4500000
3,Flat,Jaipur,1100,5682,5000000
3,Villa,Jaipur,1800,3200,6200000
3,Flat,Jaipur,1413,4702,7100000
2,House,Jaipur,2016,8182,38000000
3,Villa,Jaipur,1600,6256,9200000
3,House,Jaipur,2200,5331,16800000
2,Flat,Jaipur,621,6860,3500000
3,Villa,Jaipur,2000,4602,12500000
3,Flat,Jaipur,1000,8744,3200000
2,Flat,Jaipur,750,2683,4500000
3,House,Jaipur,1100,3612,9000000
3,Villa,Jaipur,1998,13889,12500000
3,Flat,Jaipur,1782,3862,9500000
3,Flat,Jaipur,1968,9870,13500000
2,Flat,Jaipur,740,6731,1700000
3,Villa,Jaipur,1521,9444,7000000
3,Flat,Jaipur,1887,2952,16500000
3,Flat,Jaipur,2050,4733,5500000
3,House,Jaipur,1440,8200,5200000
3,House,Jaipur,2300,4084,30600000
3,Flat,Jaipur,1300,4931,5600000
3,Flat,Jaipur,1610,4600,15800000
3,Flat,Jaipur,1857,10185,12500000
3,Flat,Jaipur,1800,6633,17000000
3,Villa,Jaipur,2000,3455,6200000
3,Villa,Jaipur,2250,8959,10600000
3,Flat,Jaipur,3126,14000,25600000
3,Flat,Jaipur,1322,4766,5400000
3,Villa,Jaipur,1521,4375,7500000
2,Villa,Jaipur,1000,4602,4600000
3,Flat,Jaipur,2700,6177,27500000
2,Flat,Jaipur,1431,2780,9490000
2,Flat,Jaipur,673,4253,3820000
3,Flat,Jaipur,1750,4400,18500000
3,Flat,Jaipur,4120,6111,57600000
3,Flat,Jaipur,1196,4455,5700000
2,Flat,Jaipur,800,3583,3500000
3,Flat,Jaipur,1250,5095,7500000
2,House,Jalandhar,2800,7679,21500000
3,House,Jalandhar,2000,3400,6800000
2,House,Jalandhar,1000,2500,2500000
2,Flat,Jalandhar,1050,4762,5000000
3,House,Jalandhar,1800,3571,7000000
3,Villa,Jalandhar,4200,9220,15000000
3,House,Jalandhar,705,7778,6500000
3,House,Jalandhar,900,3333,7000000
3,House,Jalandhar,1800,5000,13000000
2,House,Jalandhar,1350,3421,4500000
2,House,Jalandhar,2200,2750,11000000
3,Flat,Jalandhar,1300,2053,5600000
3,House,Jalandhar,1900,2500,6500000
2,Flat,Jalandhar,800,2849,2200000
2,House,Jalandhar,828,2800,1700000
2,House,Jalandhar,1000,2521,2500000
2,House,Jalandhar,702,2415,2000000
2,House,Jalandhar,1250,5556,3500000
3,Flat,Jalandhar,1666,3095,4200000
2,House,Jalandhar,1656,3411,4000000
3,House,Jalandhar,900,4167,5000000
3,Flat,Jalandhar,2100,2872,6500000
2,House,Jalandhar,672,2962,2800000
3,Flat,Jalandhar,1880,2667,5400000
3,House,Jalandhar,800,3600,4000000
2,Villa,Jalandhar,1148,5568,3400000
3,House,Jalandhar,1500,3095,4000000
2,Flat,Jalandhar,1000,1493,3600000
2,Flat,Jalandhar,880,2000000,4900000
3,Flat,Jalandhar,2100,4545,6500000
3,Flat,Jalandhar,1275,5000,2800000
3,House,Jalandhar,10,4636,20000000
3,House,Jalandhar,5500,4884,25000000
3,House,Jalandhar,1440,2642,7200000
2,Flat,Jalandhar,900,4000,5100000
3,Flat,Jalandhar,1435,3514,8400000
2,House,Jalandhar,2450,1846,7000000
2,House,Jalandhar,900,3297,3600000
3,House,Jalandhar,3700,9722,13000000
3,House,Jalandhar,3250,5120,6000000
3,Villa,Jalandhar,4550,1755,15000000
3,House,Jalandhar,1800,21,17500000
2,House,Jalandhar,625,3694,3200000
3,Flat,Jalandhar,1200,3673,4000000
2,House,Jalandhar,1225,3059,2150000
2,Flat,Jalandhar,1110,15385,4100000
3,House,Jalandhar,1295,5183,5200000
2,House,Jalandhar,900,7278,3950000
2,House,Jalandhar,650,2632,10000000
3,House,Jalandhar,2000,2500,7500000
2,Flat,Jalandhar,820,2759,4250000
2,House,Jalandhar,900,4591,6550000
3,Flat,Jalandhar,1900,3111,5000000
3,House,Jalandhar,1500,2000,7000000
2,House,Jalandhar,1450,2621,4000000
3,Flat,Jalandhar,900,2675,2800000
2,Flat,Jalandhar,750,4066,1500000
3,Flat,Jalandhar,1450,8266,3800000
2,House,Jalandhar,1500,4878,6300000
2,House,Jalandhar,972,4821,2600000
2,House,Jalandhar,2350,4590,9560000
2,House,Jalandhar,1100,3438,3700000
2,House,Jalandhar,4815,3600,39800000
2,Flat,Jalandhar,760,2823,4000000
3,House,Jalandhar,2178,2222,10500000
2,House,Jalandhar,915,1154,4200000
3,House,Jalandhar,1600,3673,5500000
2,Flat,Jalandhar,1000,1905,3600000
3,Flat,Jalandhar,1240,2727,3500000
2,House,Jalandhar,1800,2000,4000000
3,Villa,Jalandhar,2625,4264,5000000
3,House,Jalandhar,3300,4255,9000000
3,Villa,Jalandhar,1365,10000,4000000
3,House,Jalandhar,2116,2500,7000000
3,Flat,Jalandhar,1600,2057,4000000
3,House,Jalandhar,1290,2083,5500000
2,Flat,Jalandhar,470,4583,2000000
3,House,Jalandhar,850,4854,6000000
3,House,Jalandhar,1200,3429,12000000
2,Flat,Jalandhar,800,3333,2000000
3,House,Jalandhar,3600,3429,7500000
2,House,Jalandhar,1200,2188,5500000
2,House,Jalandhar,515,2778,2500000
3,House,Jalandhar,3500,2769,12000000
3,House,Jalandhar,1080,1067,4000000
3,House,Jalandhar,1248,2667,6500000
2,House,Jalandhar,1430,3062,3800000
2,House,Jalandhar,525,2359,1800000
3,House,Jalandhar,1600,2642,3500000
2,House,Jalandhar,630,4787,1750000
3,House,Jalandhar,1625,3062,4500000
3,House,Jalandhar,3000,5185,3200000
3,Flat,Jalandhar,950,6303,3600000
3,House,Jalandhar,3200,4571,9800000
2,Flat,Jalandhar,975,1875,2300000
2,Flat,Jalandhar,950,3400,2510000
3,House,Jalandhar,940,4471,4500000
3,Flat,Jalandhar,1796,2250,5500000
2,House,Jalandhar,1350,4328,7000000
3,House,Jalandhar,2380,3476,15000000
3,House,Jalandhar,525,1923,2400000
3,Flat,Jalandhar,1600,2444,3000000
3,House,Jalandhar,3500,1778,11900000
3,House,Jalandhar,1500,3486,5200000
2,House,Jalandhar,510,2985,2280000
3,House,Jalandhar,1600,3182,4500000
3,House,Jalandhar,825,1364,2900000
2,House,Jalandhar,450,2500,1650000
3,House,Jalandhar,1250,2889,2500000
2,House,Jalandhar,520,2667,2280000
3,House,Jalandhar,2250,2286,5500000
3,Flat,Jalandhar,1800,2204,3200000
3,House,Jalandhar,2250,1667,12200000
2,House,Jalandhar,1340,2657,4000000
3,House,Jalandhar,900,1778,7000000
2,House,Jalandhar,1100,2053,1500000
2,House,Jalandhar,1000,3996,2500000
2,House,Jalandhar,450,2449,1300000
3,House,Jalandhar,1500,1994,4000000
3,Flat,Jalandhar,1750,3084,4000000
3,House,Jalandhar,1200,2849,2000000
2,House,Jalandhar,1430,2523,3800000
3,Flat,Jalandhar,1800,2222,3200000
2,House,Jalandhar,828,750,1700000
2,House,Jalandhar,1051,3155,4200000
2,House,Jalandhar,1800,2086,3590000
2,House,Jalandhar,681,1938,2100000
2,House,Jalandhar,414,2262,1200000
2,House,Jalandhar,702,2449,2000000
2,Flat,Jalandhar,1308,3818,3300000
3,Flat,Jalandhar,1800,3000,4000000
3,House,Jalandhar,4666,2885,3500000
2,House,Jalandhar,634,2790,2000000
3,Flat,Jalandhar,1700,3667,5000000
2,House,Jalandhar,935,1591,1950000
3,House,Jalandhar,1525,7143,2960000
2,House,Jalandhar,840,4762,1900000
3,House,Jalandhar,1633,7778,4000000
2,Flat,Jalandhar,550,2521,2100000
2,Flat,Jalandhar,600,7679,1800000
3,House,Jalandhar,1396,7222,8500000
3,House,Jalandhar,1396,2857,6500000
3,House,Jalandhar,1396,4389,6000000
3,House,Jalandhar,1396,3000,6000000
3,House,Jalandhar,1396,4200,2500000
2,House,Jalandhar,1396,3308,2200000
3,House,Jalandhar,1396,2500,5000000
3,House,Jalandhar,1396,5208,4900000
2,House,Jalandhar,1396,2657,2800000
2,House,Jalandhar,1396,2899,3000000
3,House,Jalandhar,1396,2941,4000000
3,Flat,Jamshedpur,1691,5500,9300000
3,Flat,Jamshedpur,1726,5000,8630000
3,Flat,Jamshedpur,2530,5000,12600000
3,Flat,Jamshedpur,1325,4200,5570000
2,Flat,Jamshedpur,950,3400,3229999
2,Flat,Jamshedpur,780,5290,6300000
3,Flat,Jamshedpur,1350,3561,6000000
2,Flat,Jamshedpur,1151,3800,4370000
3,Flat,Jamshedpur,1250,5833,7000000
3,Flat,Jamshedpur,1050,4762,5000000
3,House,Jamshedpur,1465,6087,6600000
3,Flat,Jamshedpur,1020,5562,2800000
3,Flat,Jamshedpur,1000,3000,7000000
3,Flat,Jamshedpur,1550,3549,8900000
2,Flat,Jamshedpur,1045,6762,3140000
3,Flat,Jamshedpur,1365,4228,5200000
2,Flat,Jamshedpur,831,8898,3800000
2,Flat,Jamshedpur,875,5500,4200000
2,Flat,Jamshedpur,999,11438,7100000
3,Flat,Jamshedpur,1360,4000,5750000
3,Flat,Jamshedpur,1200,4416,13000000
2,Flat,Jamshedpur,1000,11183,5500000
3,House,Jamshedpur,1600,3902,18300000
2,Flat,Jamshedpur,770,4335,3760000
3,Flat,Jamshedpur,1585,5385,7000000
3,Flat,Jamshedpur,1724,5161,24100000
3,Flat,Jamshedpur,1230,5415,4800000
3,Flat,Jamshedpur,1315,8995,5700000
3,Flat,Jamshedpur,1300,4274,7000000
3,House,Jamshedpur,1345,4273,8000000
2,Flat,Jamshedpur,602,4510,4500000
3,House,Jamshedpur,1890,3900,17000000
3,Villa,Jamshedpur,2410,4200,10300000
3,Flat,Jamshedpur,903,4950,3860000
3,Flat,Jamshedpur,996,3143,6750000
3,Flat,Jamshedpur,1568,2857,6120000
2,Flat,Jamshedpur,980,3723,4120000
3,Flat,Jamshedpur,1420,3850,7030000
2,Flat,Jamshedpur,1050,5046,3300000
2,Flat,Jamshedpur,1050,3810,4800000
2,Flat,Jamshedpur,1050,2857,3000000
2,Flat,Jamshedpur,785,5500,3500000
2,Flat,Jamshedpur,1117,10504,4300000
3,Flat,Jamshedpur,1090,5726,5500000
2,Flat,Jamshedpur,1050,5615,4000000
2,Flat,Jamshedpur,900,3273,3000000
3,Flat,Jamshedpur,1150,5447,8250000
2,Flat,Jamshedpur,1200,4762,4500000
3,Villa,Jamshedpur,2380,2692,25000000
2,Flat,Jamshedpur,970,3565,6700000
3,Flat,Jamshedpur,1290,3867,7300000
2,Flat,Jamshedpur,1050,3953,3600000
3,Flat,Jamshedpur,1000,5652,7000000
2,Flat,Jamshedpur,990,2299,5000000
2,Flat,Jamshedpur,1200,5000,3500000
2,Flat,Jamshedpur,950,3428,4100000
2,House,Jamshedpur,750,3000,1500000
2,Flat,Jamshedpur,830,8333,2900000
3,Flat,Jamshedpur,1265,2298,5000000
3,Flat,Jamshedpur,1150,4964,6500000
3,Flat,Jamshedpur,1340,3724,3080000
3,Flat,Jamshedpur,1100,2299,5500000
3,Flat,Jamshedpur,1450,2792,4970000
2,Flat,Jamshedpur,900,4903,2700000
3,Flat,Jamshedpur,1740,6250,14500000
3,Flat,Jamshedpur,970,4727,2620000
2,Flat,Jamshedpur,826,2885,4100000
2,Flat,Jamshedpur,925,2973,3450000
2,Flat,Jamshedpur,900,3125,2460000
3,Flat,Jamshedpur,1200,3600,3350000
3,Flat,Jamshedpur,1350,4272,7600000
3,Villa,Jamshedpur,1200,3750,7500000
2,Flat,Jamshedpur,1050,3256,7800000
2,Flat,Jamshedpur,750,4400,2250000
2,Flat,Jamshedpur,1009,4000,3000000
2,Flat,Jamshedpur,800,6324,2500000
3,Flat,Jamshedpur,1250,5556,4500000
2,Flat,Jamshedpur,1030,3529,4400000
3,Flat,Jamshedpur,1050,4074,4500000
3,Flat,Jamshedpur,900,3056,3500000
3,Flat,Jamshedpur,1050,3571,5500000
3,Flat,Jamshedpur,1050,6667,5200000
3,Flat,Jamshedpur,1138,4609,8000000
3,Flat,Jamshedpur,980,3869,6500000
2,Flat,Jamshedpur,900,4000,5000000
3,Flat,Jamshedpur,1000,3409,4500000
3,Flat,Jamshedpur,1180,5000,5500000
3,House,Jamshedpur,1800,3750,5500000
2,Flat,Jamshedpur,780,4344,3500000
3,Flat,Jamshedpur,1550,3957,13000000
3,Flat,Jamshedpur,1150,3723,5300000
3,Flat,Jamshedpur,1680,5172,6500000
3,House,Jamshedpur,2000,5719,8000000
2,Flat,Jamshedpur,880,4183,3000000
3,Villa,Jamshedpur,4000,2841,20000000
2,Flat,Jamshedpur,800,2296,3000000
3,Flat,Jamshedpur,1220,3659,5300000
3,Flat,Jamshedpur,1740,2300,5500000
2,Flat,Jamshedpur,1250,2067,5100000
2,Flat,Jamshedpur,852,2297,3500000
2,House,Jamshedpur,580,2296,3000000
3,Flat,Jamshedpur,1600,2545,11500000
3,Flat,Jamshedpur,1315,5556,5500000
2,Flat,Jamshedpur,700,8824,2500000
3,Flat,Jamshedpur,805,4315,2640000
3,Flat,Jamshedpur,1230,4321,4500000
3,Flat,Jamshedpur,2000,2478,4600000
2,Villa,Jamshedpur,3000,2400,6200000
2,Flat,Jamshedpur,1045,3370,2400000
2,Flat,Jamshedpur,980,4070,2250000
3,House,Jamshedpur,1100,2778,2800000
3,House,Jamshedpur,1800,2759,10000000
3,House,Jamshedpur,1700,2962,15000000
2,House,Jamshedpur,927,2386,4000000
2,Flat,Jamshedpur,790,4200,3500000
2,Flat,Jamshedpur,1130,4857,2800000
3,House,Jamshedpur,1500,2811,3600000
3,Flat,Jamshedpur,145350,3413,5160000
2,Flat,Jamshedpur,860,4123,3500000
2,Flat,Jamshedpur,900,4299,2500000
3,Flat,Jamshedpur,1450,3585,4000000
3,Flat,Jamshedpur,1300,3200,3850000
3,Flat,Jamshedpur,1341,3458,3200000
3,Flat,Jamshedpur,1198,4250,5030000
3,House,Jamshedpur,1750,6000,8500000
2,Flat,Jamshedpur,925,3692,2600000
2,Flat,Jamshedpur,750,8180,2500000
3,Flat,Jamshedpur,1000,4673,4300000
3,Flat,Jamshedpur,1334,2985,5500000
2,Flat,Jamshedpur,977,3295,4200000
2,Flat,Jamshedpur,1060,3485,3800000
3,Flat,Jamshedpur,1050,3098,4000000
3,Flat,Jamshedpur,1315,2778,5000000
3,Flat,Jamshedpur,1070,2963,3700000
3,Flat,Jamshedpur,1200,4000,5100000
3,House,Jamshedpur,1000,3409,6000000
3,Flat,Jamshedpur,975,3226,3600000
3,Flat,Jamshedpur,1467,3679,12000000
2,Flat,Jamshedpur,1070,4630,5000000
3,Flat,Jamshedpur,1340,3663,4000000
2,Flat,Jamshedpur,880,3988,2900000
3,Flat,Jamshedpur,1320,3500,4600000
3,House,Jamshedpur,1840,2903,5700000
2,Flat,Jamshedpur,750,3409,2500000
3,House,Jamshedpur,810,2903,2400000
3,Flat,Jamshedpur,1920,2971,11000000
3,House,Jamshedpur,2000,3525,8000000
2,Flat,Jamshedpur,880,2865,3000000
3,Flat,Jamshedpur,1240,3059,4000000
3,Flat,Jamshedpur,1495,4498,5500000
3,Flat,Jamshedpur,1728,3374,8000000
3,Flat,Jamshedpur,1365,5134,5000000
2,Flat,Jamshedpur,1028,3396,4100000
2,Flat,Jamshedpur,950,5500,3329999
3,Flat,Jamshedpur,1240,6429,3600000
2,Flat,Jamshedpur,880,5000,3000000
3,Flat,Jamshedpur,1240,3704,3600000
2,Flat,Jamshedpur,875,3529,2600000
2,Flat,Jamshedpur,851,4673,3000000
2,Flat,Jamshedpur,1047,3236,3000000
2,Flat,Jamshedpur,750,2880,2600000
3,Flat,Jamshedpur,1305,7031,6500000
2,Flat,Jamshedpur,652,4020,2200000
2,Flat,Jamshedpur,935,2700,4800000
3,Flat,Jamshedpur,1325,4167,4500000
2,Flat,Jamshedpur,960,3111,6220000
3,Flat,Jamshedpur,1400,3964,9000000
3,Villa,Jamshedpur,1800,5333,9000000
2,Flat,Jamshedpur,810,4115,3000000
2,Flat,Jamshedpur,850,2963,3000000
2,Flat,Jamshedpur,1070,3216,5000000
2,Flat,Jamshedpur,927,3850,3000000
3,Flat,Jamshedpur,1250,2292,3600000
3,Flat,Jamshedpur,1090,3774,9000000
2,Flat,Jamshedpur,595,3014,4000000
2,Flat,Jamshedpur,1000,4769,2700000
3,Flat,Jamshedpur,1200,2516,5000000
2,Flat,Jamshedpur,750,2999,2800000
2,Flat,Jamshedpur,1009,5390,4000000
